event	Eta	Phi	pT
127262	0.977901	0.34156	1.57247
127262	0.583755	0.221686	4.2478e-05
127262	0.631531	0.252566	2.2206
127262	0.762077	0.306079	1.31346
127262	0.738031	0.314592	5.46343
127262	0.837122	0.447749	7.69172e-05
127262	0.784493	0.370496	4.76844
127262	0.758083	0.359947	5.07973
127262	0.699136	0.351892	4.44375
127262	0.588865	0.403644	1.91445
127262	0.751607	0.384952	6.38075e-05
127262	0.757759	0.407805	9.71452e-05
127262	0.610859	0.494216	9.98329
127262	0.694748	0.42917	8.58446e-05
127262	0.654388	0.52358	5.05821
127262	0.780551	0.479923	6.13857e-05
127262	0.705559	0.535975	1.01396
127262	0.737167	0.506785	16.7875
