event	Eta	Phi	pT
135650	1.34003	1.24247	1.60477
135650	1.22906	1.20257	2.01393
135650	1.14734	0.810758	2.81691
135650	1.56357	0.880201	2.04859
135650	1.47396	0.80331	14.4954
135650	1.29578	0.795175	4.16756
135650	1.44511	1.12702	1.54263
135650	1.3368	1.11098	12.4993
135650	1.24563	0.993139	4.14489e-05
135650	1.23536	0.962213	12.432
135650	1.35365	0.849371	3.57614e-05
135650	1.31655	1.0332	9.22377e-05
135650	1.36447	0.878013	2.04137
135650	1.34147	0.901877	7.85946
135650	1.40196	0.909545	0.0001601
135650	1.36356	1.02057	2.30665
135650	1.3678	0.93194	0.978939
135650	1.38009	0.972947	17.3658
