event	Eta	Phi	pT
67486	2.00886	2.59596	2.23266
67486	1.92731	2.80112	3.85179e-05
67486	2.15337	2.63412	6.81445
67486	2.01807	3.05398	2.15948e-05
67486	2.02067	2.95973	0.997986
67486	2.06409	2.79859	3.10819e-05
67486	2.13517	3.03576	7.4851
67486	2.07309	2.90081	5.52113e-05
67486	2.11119	2.79501	6.03806e-05
67486	2.14157	3.00622	3.03596e-05
67486	2.22236	2.78214	3.21441
67486	2.19167	2.83205	6.47534e-05
67486	2.17229	2.86664	1.4982
67486	2.20505	2.83373	4.32145
67486	2.19091	2.9507	1.5131
67486	2.30544	2.91581	0.700506
67486	2.2403	2.90734	7.67983e-05
67486	2.25595	2.8879	2.67654e-05
67486	2.2725	2.9041	36.8134
