event	Eta	Phi	pT
177327	1.8482	0.99296	1.46014
177327	1.39362	1.1112	1.66193
177327	1.69971	1.03565	1.57589
177327	1.8023	1.0983	0.797281
177327	1.71249	1.11875	6.40287
177327	1.64878	1.13488	1.52197
177327	1.68211	1.17712	7.63881e-05
177327	1.65511	1.22693	5.20329e-05
177327	1.70024	1.24848	9.38785
177327	1.61591	1.21817	7.38473e-05
177327	1.60566	1.22315	6.75876
177327	1.42436	1.63507	1.20983
177327	1.50823	1.61551	1.02777
177327	1.43917	1.36894	2.3683e-05
177327	1.46875	1.48691	2.81789
177327	1.47266	1.42156	3.61584e-05
177327	1.6744	1.32731	2.63029e-05
177327	1.57163	1.35222	0.000114712
177327	1.52868	1.48234	3.05999
177327	1.62811	1.39079	2.99334
177327	1.65379	1.43837	5.29033
177327	1.60832	1.47282	9.29716
