event	Eta	Phi	pT
169901	0.201104	2.94787	2.59939
169901	0.210897	2.68862	3.02957e-05
169901	0.00150151	2.58747	2.24626e-05
169901	-0.00381436	2.60365	9.24073
169901	0.135315	2.87318	1.71213
169901	-0.125716	2.6528	4.39944e-05
169901	0.0322464	2.90619	1.1344
169901	-0.0851925	2.68587	7.04041e-05
169901	-0.0569956	2.68375	7.13073e-05
169901	-0.101679	2.81904	5.99745
169901	-0.102753	2.80501	2.58677
169901	-0.0540887	2.71273	6.08183e-05
169901	-0.0308481	2.70483	2.3432e-05
169901	-0.038343	2.81498	9.42713
169901	-0.0114522	2.74052	9.63638e-05
169901	-0.0107267	2.74828	3.3592
169901	-0.00312039	2.76697	20.6694
