event	Eta	Phi	pT
19598	1.55292	4.58344	2.44497
19598	1.20366	4.7973	1.2839
19598	1.20383	4.94665	1.64465
19598	1.50802	5.28419	3.99388
19598	1.45543	5.23282	5.52871e-05
19598	1.77261	5.10974	2.34367e-05
19598	1.6429	5.11761	7.75477
19598	1.44265	5.12939	3.91423
19598	1.41079	4.91036	8.76487e-05
19598	1.42152	4.85462	8.06383
19598	1.52543	4.7956	3.05654e-05
19598	1.50479	4.84278	7.67202
19598	1.58678	4.87325	7.228
19598	1.62474	4.90646	1.09098
19598	1.48158	5.10595	4.34735e-05
19598	1.62842	4.98247	3.26615
19598	1.57976	4.98833	8.06909e-05
19598	1.53055	4.99214	5.05631
19598	1.52375	5.01902	9.02933
