event	Eta	Phi	pT
107762	0.118058	2.96754	1.45923
107762	0.481538	2.94343	5.09547
107762	0.30347	3.59024	3.12195e-05
107762	0.419035	3.01784	0.865385
107762	0.246525	3.51358	2.47304e-05
107762	0.391893	3.07185	2.59211
107762	0.351031	3.0739	7.1708e-05
107762	0.413877	3.45862	8.31133
107762	0.435962	3.1003	3.2793e-05
107762	0.517449	3.34273	3.28008
107762	0.224048	3.32919	2.67018
107762	0.262076	3.21576	1.16407
107762	0.339626	3.34495	11.7088
107762	0.435603	3.12059	4.82083e-05
107762	0.345339	3.2933	1.23271
107762	0.363762	3.28218	4.69453
107762	0.341521	3.23152	1.55466
107762	0.373057	3.25138	5.14431
107762	0.428819	3.22243	2.44531e-05
107762	0.413855	3.20622	16.5557
