event	Eta	Phi	pT
175085	-1.38099	1.61729	3.26417
175085	-1.23899	1.62667	1.43745
175085	-1.1108	1.73518	3.02464
175085	-1.08436	1.89723	3.82885e-05
175085	-1.13676	1.86206	11.257
175085	-1.38436	1.87671	4.98665
175085	-1.33974	1.91904	2.42305e-05
175085	-1.27141	1.92601	9.17982e-05
175085	-1.30015	1.90007	7.57103
175085	-1.27674	2.19632	2.0325
175085	-1.16704	1.99465	1.21978
175085	-1.22435	1.98062	3.06812e-05
175085	-1.22635	1.9962	2.32236
175085	-1.2197	2.02287	6.21749e-05
175085	-1.25887	2.03301	8.98615
175085	-1.36922	1.98948	0.000142366
175085	-1.3314	2.09164	12.4336
