event	Eta	Phi	pT
722	-1.49606	5.01964	1.63445
722	-1.62355	4.92129	1.96575
722	-1.25674	4.8749	1.03568
722	-1.50619	4.52795	2.16444e-05
722	-1.48226	4.88948	4.95842e-05
722	-1.3041	4.81187	3.83922
722	-1.29136	4.71616	4.28631e-05
722	-1.46256	4.60255	5.76583
722	-1.4879	4.61954	1.82954
722	-1.40272	4.6817	6.05791e-05
722	-1.36824	4.72039	12.5391
722	-1.33956	4.68368	1.29229
722	-1.56038	4.76437	1.98554
722	-1.50247	4.68862	1.53324
722	-1.46767	4.80635	2.79593
722	-1.43277	4.70065	0.000122496
722	-1.44196	4.77979	3.30134e-05
722	-1.49053	4.75421	1.81245
722	-1.45303	4.74075	13.3128
