event	Eta	Phi	pT
123140	0.288019	6.04363	8.28581
123140	0.174817	5.6995	1.67146
123140	0.780657	5.8744	1.30726
123140	0.34354	5.89621	4.36195e-05
123140	0.37807	5.91817	6.80154
123140	0.810372	5.64634	4.55999e-05
123140	0.712539	5.63596	2.27629
123140	0.410509	5.56845	2.64364e-05
123140	0.444607	5.55128	2.52763e-05
123140	0.592049	5.54348	1.23519
123140	0.492122	5.82936	2.64842e-05
123140	0.424765	5.75856	2.80739
123140	0.420732	5.73071	4.10423e-05
123140	0.465414	5.74195	6.75078
123140	0.550953	5.77384	3.57704
123140	0.526569	5.75884	3.32887
123140	0.550895	5.72439	0.00012571
123140	0.569554	5.66218	17.9348
