event	Eta	Phi	pT
126308	-2.0722	3.91676	6.92746
126308	-2.0912	3.9326	3.17383
126308	-2.13431	3.78578	4.00918e-05
126308	-2.1094	3.52156	5.20425
126308	-1.92873	3.8899	0.654316
126308	-1.79838	3.50719	9.92231
126308	-1.78025	3.82484	2.39723e-05
126308	-1.78744	3.58888	6.57344e-05
126308	-1.70804	3.72426	5.10689
126308	-1.76935	3.75223	2.12221
126308	-1.75178	3.71529	3.89277
126308	-1.77662	3.66144	2.22277
126308	-1.83759	3.67631	2.46801
126308	-1.83307	3.69143	9.43319
126308	-1.84324	3.70369	12.0835
126308	-1.77317	3.69516	3.56328e-05
126308	-1.76846	3.68666	6.12263
