event	Eta	Phi	pT
182536	0.462928	1.64706	2.36715
182536	0.505219	1.45207	7.14181
182536	0.375637	1.49808	10.7412
182536	0.299234	1.45644	2.45511e-05
182536	0.511573	1.34172	4.78993e-05
182536	0.341171	1.44111	2.39727e-05
182536	0.412963	1.42897	3.93121e-05
182536	0.355354	1.09516	2.7516
182536	0.458153	1.37533	3.45259e-05
182536	0.4315	1.19263	8.57102
182536	0.450082	1.18771	15.2811
182536	0.329301	1.42983	2.58669e-05
182536	0.370518	1.42194	1.46274
182536	0.350403	1.4227	2.6795e-05
182536	0.461249	1.29104	3.75497e-05
182536	0.322467	1.41316	3.03605
182536	0.435908	1.35139	2.30824e-05
182536	0.285964	1.15509	2.41943
182536	0.425227	1.31852	1.08242
182536	0.282873	1.36091	1.23381
182536	0.290233	1.35325	20.1637
182536	0.420259	1.23395	3.28118
182536	0.375714	1.17545	3.16441e-05
182536	0.256352	1.29439	2.91861
182536	0.359449	1.33723	2.67466e-05
182536	0.355562	1.17862	2.01879e-05
182536	0.310703	1.21781	12.1339
182536	0.330819	1.21286	2.54816e-05
182536	0.371667	1.2727	2.21078
182536	0.362799	1.26425	0.000101408
182536	0.367897	1.25135	17.1591
182536	0.277095	1.26561	0.000123307
182536	0.3056	1.30979	0.000239134
182536	0.292317	1.23672	8.00297e-05
182536	0.315574	1.29803	1.15319
182536	0.326983	1.28503	9.31032
182536	0.302041	1.266	0.000122504
182536	0.318702	1.25947	19.3486
