event	Eta	Phi	pT
23231	1.01554	0.601468	1.76882
23231	0.942705	0.584758	2.12081e-05
23231	0.555673	1.00364	4.87905
23231	0.72749	0.923798	2.65256
23231	0.738647	0.543693	2.60568
23231	0.773115	0.890755	4.39699e-05
23231	0.717977	0.552812	2.12592e-05
23231	0.497889	0.782155	3.02112e-05
23231	0.600971	0.853526	5.49329
23231	0.567908	0.790215	2.79613e-05
23231	0.601177	0.636244	8.99398e-05
23231	0.599785	0.736671	5.65676e-05
23231	0.591757	0.711788	7.85544
23231	0.700319	0.782879	6.45175
23231	0.666938	0.756052	5.10287
23231	0.729707	0.739471	4.13124e-05
23231	0.741085	0.704466	2.71775
23231	0.678616	0.721805	4.11612
23231	0.713123	0.695014	2.18282
23231	0.683487	0.666318	8.0497
23231	0.705319	0.663995	5.81855
