event	Eta	Phi	pT
122517	-0.335555	5.76286	2.82459e-05
122517	-0.369265	5.5369	2.98256e-05
122517	-0.375036	5.58601	2.87556
122517	0.142344	5.40777	3.2215
122517	0.21492	5.67514	1.97218
122517	-0.34005	5.58439	2.21044
122517	0.181146	5.52075	1.43391
122517	0.0905699	5.81096	1.93305
122517	0.172952	5.53724	6.39144e-05
122517	0.16557	5.53844	1.01077
122517	0.164188	5.6801	2.57799e-05
122517	0.115294	5.4903	3.07911
122517	0.14088	5.57099	1.78662
122517	0.101818	5.75246	0.829831
122517	0.132626	5.58717	2.07908
122517	0.0700333	5.70269	2.9991
122517	-0.0809097	5.68369	8.17627e-05
122517	-0.0187735	5.56999	1.40625
122517	-0.0289885	5.56159	1.14333
122517	-0.0589981	5.52173	2.67912
122517	-0.150985	5.55056	0.000105395
122517	-0.163247	5.57608	4.80333
122517	-0.132302	5.63057	7.89761e-05
122517	-0.147333	5.57687	8.04907e-05
122517	-0.14465	5.58527	0.000183438
122517	-0.122142	5.59047	44.7253
122517	-0.0555137	5.80719	1.14247
122517	-0.0276504	5.78379	3.50287e-05
122517	-0.0423922	5.78664	7.9131
