event	Eta	Phi	pT
150200	-2.55022	3.00489	0.510534
150200	-2.2304	3.38079	0.759453
150200	-2.36272	2.85775	2.84966e-05
150200	-2.42943	3.14863	3.77752e-05
150200	-2.42533	3.21162	2.85053e-05
150200	-2.43275	3.20234	8.69602
150200	-2.36494	3.23591	4.18558e-05
150200	-2.34461	2.92108	2.69705
150200	-2.31259	2.94642	2.15652e-05
150200	-2.32006	2.99875	1.14911
150200	-2.32961	3.0332	6.12344
150200	-2.26727	3.23102	1.73011
150200	-2.23137	3.05515	11.1903
150200	-2.12976	3.2458	2.60191e-05
150200	-2.01918	3.19923	1.48828
150200	-2.16156	3.07625	0.000146214
150200	-2.09563	3.10454	17.8441
