event	Eta	Phi	pT
186474	-0.3138	0.242181	2.49079
186474	-0.27569	0.339883	1.59643
186474	-0.182825	0.395116	9.67741
186474	-0.115454	0.474264	5.84176e-05
186474	-0.100305	0.519565	1.36616
186474	-0.151309	0.535219	7.88985
186474	-0.562738	0.839256	2.22145
186474	-0.191086	0.618101	3.85207e-05
186474	-0.481796	0.784232	2.29873
186474	-0.320069	0.509182	0.860421
186474	-0.374329	0.539105	2.40884
186474	-0.330049	0.570588	6.90165
186474	-0.302335	0.694851	1.86088
186474	-0.379856	0.556527	1.37609
186474	-0.386241	0.733003	3.81219
186474	-0.458297	0.617841	2.0737
186474	-0.366962	0.678952	2.79719
186474	-0.421763	0.700075	5.91893e-05
186474	-0.44563	0.658394	6.34283
186474	-0.42774	0.631509	0.000190392
186474	-0.395308	0.63465	8.97581e-05
186474	-0.402802	0.651901	39.7441
