event	Eta	Phi	pT
181687	1.37708	0.630777	3.36038
181687	1.2006	0.749831	2.90287
181687	1.08395	0.966789	1.88391
181687	1.18188	0.902151	4.24432e-05
181687	1.23946	0.772101	2.39031e-05
181687	1.36975	0.79196	3.38806
181687	1.26736	0.855796	8.12832e-05
181687	1.33158	0.825357	3.66871
181687	1.32281	0.908617	7.5144e-05
181687	1.31329	0.866433	3.40302e-05
181687	1.32163	0.883925	13.478
181687	1.58159	1.10535	1.51891
181687	1.20758	0.959298	1.18019
181687	1.22223	1.11358	1.50371
181687	1.26078	1.01291	1.85563
181687	1.26572	0.985303	4.3469
181687	1.4305	1.17153	11.8946
181687	1.36302	1.03916	8.11228
181687	1.42799	1.00836	5.03373e-05
181687	1.40582	1.04981	9.04549
181687	1.43124	1.03993	1.57547
