event	Eta	Phi	pT
107095	-0.394444	4.9393	2.30078e-05
107095	-0.434568	4.97255	2.68353
107095	-0.59451	5.08245	2.41685e-05
107095	-0.398503	4.69232	3.22868e-05
107095	-0.418917	4.92893	0.923576
107095	-0.445235	4.86348	8.6503
107095	-0.944188	4.44872	2.20436e-05
107095	-0.455722	4.75436	7.26528e-05
107095	-0.599791	4.48187	1.10252
107095	-0.514677	4.71842	2.53333
107095	-0.645089	4.56628	6.27357
107095	-0.909411	4.60992	3.57666
107095	-0.649354	4.70182	1.24026
107095	-0.940736	4.74287	5.51486e-05
107095	-0.902015	4.69241	9.76236
107095	-0.734817	4.77415	0.000139217
107095	-0.795114	4.74392	7.85048e-05
107095	-0.762611	4.74716	5.72977
107095	-0.853662	4.87043	5.13298
107095	-0.791496	4.81313	2.59727
107095	-0.768219	4.88521	8.95818
