event	Eta	Phi	pT
96297	-0.825006	0.326906	1.48857
96297	-0.700233	6.24674	5.04537
96297	-0.837131	6.24558	14.6662
96297	-0.843731	0.191786	2.89585
96297	-0.791764	0.000294916	3.27492
96297	-0.73157	0.0209644	7.11013e-05
96297	-0.746131	0.1178	30.3737
96297	-0.795986	0.0979559	7.99356
96297	-0.80693	0.055294	3.62761
96297	-0.808019	0.0600588	0.00010288
96297	-0.783819	0.0454854	4.25074e-05
96297	-0.767816	0.0680693	0.000192939
96297	-0.779242	0.0647349	0.000130097
96297	-0.779097	0.0684575	29.9713
