event	Eta	Phi	pT
126941	1.64646	0.30393	3.35761
126941	1.44501	0.334007	3.37503
126941	1.61242	0.39903	3.33896
126941	1.76594	0.703257	1.55981
126941	1.38997	0.581594	2.25244e-05
126941	1.40033	0.602876	2.79073e-05
126941	1.57882	0.463637	4.4385
126941	1.69928	0.726169	4.3191
126941	1.66834	0.641076	2.64531e-05
126941	1.64727	0.692333	8.30684
126941	1.43293	0.589433	2.11009e-05
126941	1.56054	0.661923	3.41714e-05
126941	1.53129	0.634921	0.000250418
126941	1.58155	0.644945	3.22116e-05
126941	1.59818	0.610649	6.03547e-05
126941	1.57298	0.567896	1.9797
126941	1.5709	0.594147	18.0445
126941	1.48332	0.704387	2.16092
126941	1.50862	0.668216	10.0762
