event	Eta	Phi	pT
183700	1.76765	3.6458	4.45672e-05
183700	1.77511	3.64147	6.61475
183700	1.71552	3.1647	9.30485
183700	1.65264	3.54447	1.46422
183700	1.65093	3.27114	2.10072
183700	1.6447	3.32073	2.60957
183700	1.70261	3.28737	5.25732
183700	1.8131	3.49778	9.18528e-05
183700	1.69503	3.43198	7.75648e-05
183700	1.72108	3.41766	5.30593
183700	1.74864	3.4278	9.95289e-05
183700	1.7547	3.33991	0.000128214
183700	1.75777	3.34901	1.55107
183700	1.81303	3.41084	9.21215e-05
183700	1.76189	3.36565	0.000159884
183700	1.76756	3.39034	6.79171
183700	1.78749	3.38035	39.4153
