event	Eta	Phi	pT
168839	-0.364456	2.54188	4.16999e-05
168839	-0.30106	2.47816	3.21604
168839	-0.0743719	2.48266	4.10484
168839	-0.280116	2.61016	2.36152
168839	-0.101654	3.06215	3.51024
168839	-0.296483	2.84327	3.06956
168839	-0.065716	2.90443	0.000167857
168839	-0.0788211	2.93437	23.9165
168839	-0.0456161	2.61234	13.9532
168839	0.112119	2.73287	6.44959
168839	-0.0127725	2.65738	4.50061e-05
168839	0.0730623	2.69578	1.90972
168839	-0.0738261	2.69664	1.21215
168839	-0.0428108	2.68611	3.86568e-05
168839	-0.0943642	2.79377	2.15014e-05
168839	0.0194869	2.73583	2.51776
168839	-0.0175111	2.75111	9.67434
168839	-0.0335802	2.8429	8.567e-05
168839	-0.0123983	2.80839	6.10371
168839	-0.0136796	2.81353	14.7847
