event	Eta	Phi	pT
135509	1.41405	3.74611	2.49947e-05
135509	1.43442	3.61213	4.70563
135509	1.44963	3.44354	1.74169
135509	1.39488	3.30493	7.81138
135509	1.38933	3.57174	2.71223e-05
135509	1.22873	3.21777	4.24282
135509	1.06023	3.65914	3.36604e-05
135509	1.23059	3.60941	5.10833
135509	1.27154	3.37217	4.73809
135509	1.28484	3.47794	2.05637e-05
135509	1.2605	3.49653	7.85637e-05
135509	1.26561	3.52937	5.0794
135509	1.18597	3.56096	2.24794
135509	1.20474	3.51925	2.485e-05
135509	1.12368	3.5636	8.13245e-05
135509	1.08539	3.55993	6.28683
135509	1.09635	3.52985	4.03031
135509	1.09569	3.35199	13.8172
135509	1.0835	3.44944	7.84674e-05
135509	1.0334	3.42696	3.37652e-05
135509	1.04436	3.43793	10.1417
