event	Eta	Phi	pT
34441	1.01804	0.702533	2.61198
34441	1.13956	0.750596	1.53706
34441	1.36852	0.606234	7.80063
34441	1.32835	0.0712634	1.39907
34441	0.975328	0.424327	2.33014e-05
34441	1.35234	0.465111	6.5628e-05
34441	1.29075	0.486412	8.81176
34441	1.20623	0.120623	1.02305
34441	1.34562	0.234178	3.61381
34441	1.34698	0.365492	2.89083
34441	1.14923	0.499679	2.82274e-05
34441	1.31619	0.258137	3.73061e-05
34441	1.22631	0.359032	6.23408e-05
34441	1.18517	0.375916	6.86234e-05
34441	1.16378	0.36831	0.000137686
34441	1.17431	0.351404	7.69956
34441	1.15225	0.351726	1.76607
34441	1.16274	0.316786	13.43
34441	1.14127	0.294606	10.2771
