event	Eta	Phi	pT
45240	0.774906	1.88422	2.1382e-05
45240	1.33678	2.26361	0.948994
45240	1.19893	1.83582	2.87147
45240	1.3306	2.14465	2.7581e-05
45240	1.09658	2.41443	1.90798
45240	0.863365	1.89112	2.077e-05
45240	1.0405	2.38059	1.00167
45240	0.882916	1.91606	1.56582
45240	1.06353	2.24454	17.5051
45240	1.1324	1.97168	1.56156
45240	1.0368	1.92049	2.26877e-05
45240	1.13405	2.00279	4.59092e-05
45240	0.946753	1.97104	1.05096
45240	0.971945	2.18283	3.69697
45240	1.06088	2.17751	0.000124127
45240	1.08476	2.07903	2.61604e-05
45240	0.990923	2.12584	6.154
45240	1.01477	1.99665	5.96244e-05
45240	0.963411	2.0812	2.33787
45240	1.04277	2.06039	1.91565
45240	0.994765	2.05741	0.00022994
45240	1.01627	2.06186	35.6955
