event	Eta	Phi	pT
9881	-0.267301	2.61549	2.49122
9881	-0.00105883	2.56777	8.29637
9881	-0.000916663	2.46164	9.19327e-05
9881	-0.0613377	2.44222	0.000123226
9881	-0.0202442	2.40763	17.3489
9881	-0.229885	1.96417	4.76846
9881	-0.101821	2.30902	3.97841
9881	-0.362464	2.11724	1.38461
9881	-0.218495	2.02568	3.9625
9881	-0.280299	2.25819	2.43854e-05
9881	-0.302709	2.16505	2.12006
9881	-0.110981	2.08878	4.34262
9881	-0.117211	2.11898	3.89564
9881	-0.238142	2.21785	9.87911e-05
9881	-0.148853	2.16943	7.07476e-05
9881	-0.210342	2.12734	6.08078e-05
9881	-0.179588	2.16343	11.6609
9881	-0.18265	2.17373	3.74982
9881	-0.206774	2.19214	5.11906
9881	-0.214508	2.17337	12.4453
9881	-0.205007	2.1583	9.08285e-05
9881	-0.206037	2.15676	3.8725
