event	Eta	Phi	pT
21539	0.777446	3.54382	1.77146
21539	0.716353	3.56309	2.68182e-05
21539	0.736436	3.45304	1.20257
21539	0.699504	3.30339	1.04793
21539	0.63673	3.53604	5.60196
21539	0.658726	3.36759	2.77719e-05
21539	0.66135	3.35169	21.2967
21539	0.616644	3.4941	1.51136
21539	0.631497	3.45273	9.60261e-05
21539	0.493097	3.59531	5.60668
21539	0.398251	3.61536	2.0425e-05
21539	0.50634	3.57	2.37871
21539	0.239569	3.53974	8.66501
21539	0.58685	3.46567	3.42503
21539	0.51313	3.54253	1.0887
21539	0.29433	3.55619	1.29064
21539	0.588308	3.41711	7.45411e-05
21539	0.528394	3.50142	9.24243
21539	0.577823	3.27286	2.0579e-05
21539	0.297988	3.54231	0.000159137
21539	0.503567	3.51082	4.19065
21539	0.271953	3.51154	3.34525
21539	0.556162	3.40408	0.000242817
21539	0.530665	3.4312	13.17
21539	0.329617	3.47295	2.05532
21539	0.351467	3.50344	9.63249e-05
21539	0.329328	3.49806	2.42813
21539	0.336142	3.50389	17.8963
21539	0.499816	3.44045	7.13195e-05
21539	0.478956	3.45659	4.96605e-05
21539	0.519738	3.40107	14.3711
21539	0.416159	3.46727	0.000111651
21539	0.30497	3.46734	3.65996
21539	0.253584	3.43748	2.62171e-05
21539	0.357818	3.45256	5.33884
21539	0.409408	3.43722	3.1407
21539	0.43841	3.39608	2.14825e-05
21539	0.425601	3.38233	7.61982
21539	0.324857	3.27645	0.00039355
21539	0.347857	3.26777	0.000238415
21539	0.340046	3.26394	0.000294901
21539	0.336526	3.24921	87.8433
