event	Eta	Phi	pT
28435	-1.21025	4.24803	2.03862e-05
28435	-1.18623	4.32381	1.1023
28435	-1.16376	4.28186	2.09529
28435	-1.14028	4.27605	11.312
28435	-0.66238	4.30676	6.61373e-05
28435	-0.883154	4.48105	1.60513
28435	-0.694224	4.40025	7.22586
28435	-0.939853	4.43211	1.3866
28435	-0.874059	4.38841	1.13168
28435	-0.850091	4.40956	26.8227
28435	-0.812526	4.35899	9.64724
28435	-0.793782	4.34561	3.13095
28435	-0.810709	4.3375	0.000124882
28435	-0.868435	4.31963	0.000102158
28435	-0.820088	4.32808	0.000195681
28435	-0.834696	4.32667	0.00021226
28435	-0.822407	4.32168	1.6137
28435	-0.792072	4.30315	0.000162093
28435	-0.788098	4.2956	1.48709
28435	-0.801599	4.30297	4.25145
28435	-0.827876	4.25769	34.1998
