event	Eta	Phi	pT
32331	-0.713482	4.28146	1.92987
32331	-0.975284	3.85385	1.50407
32331	-0.939538	3.95722	1.8297
32331	-0.896384	3.96285	3.24633
32331	-0.925771	4.00266	7.66137
32331	-0.914881	4.0137	5.89436
32331	-0.52385	3.56774	2.0025e-05
32331	-0.399199	3.68381	6.56262
32331	-0.394893	4.02788	4.65247
32331	-0.390321	3.80259	2.82523e-05
32331	-0.69231	4.09753	1.89035
32331	-0.645081	4.08376	1.5677
32331	-0.587817	4.07797	2.31629
32331	-0.602785	3.72452	3.45544
32331	-0.686205	4.01775	2.59942
32331	-0.710206	3.80695	1.34442
32331	-0.713649	3.84421	2.69683
32331	-0.714501	3.87652	5.27297
32331	-0.692751	3.93442	2.13364e-05
32331	-0.558966	4.02414	4.0207e-05
32331	-0.530576	4.00552	3.53684
32331	-0.530073	3.97623	2.16409
32331	-0.562761	3.98153	1.66531
32331	-0.581744	3.98173	2.44112e-05
32331	-0.662052	3.9327	4.68269e-05
32331	-0.671624	3.88315	1.99371
32331	-0.520992	3.78869	0.9369
32331	-0.52536	3.85584	5.14314
32331	-0.573047	3.89346	1.72749
32331	-0.587897	3.86833	2.01003
32331	-0.580364	3.87849	11.8551
