event	Eta	Phi	pT
9519	-0.495692	2.24208	7.44359
9519	-0.485987	2.31624	6.51375e-05
9519	-0.438192	2.35534	0.000171375
9519	-0.479784	2.36275	12.4966
9519	-0.365055	2.13746	1.25723
9519	-0.459192	2.30113	2.72177e-05
9519	0.082011	2.44934	2.41873
9519	-0.255558	2.52239	8.46388
9519	-0.307465	2.47213	7.79408
9519	-0.270342	2.48067	2.625
9519	-0.165095	2.51119	4.38691
9519	-0.0473997	2.43405	2.98868
9519	-0.021286	2.3756	2.27261
9519	-0.13252	2.16407	4.12075e-05
9519	-0.118207	2.20204	9.49597
9519	-0.237643	2.21241	2.00907
9519	-0.18525	2.21049	2.03548
9519	-0.275634	2.41045	2.7806
9519	-0.12129	2.43759	1.17778
9519	-0.0667936	2.31638	1.55989
9519	-0.121679	2.26671	0.000103651
9519	-0.230467	2.37419	3.05261e-05
9519	-0.21466	2.36173	2.02176
9519	-0.213553	2.3555	8.32486
9519	-0.145594	2.26894	0.000112961
9519	-0.107041	2.33343	2.77884
9519	-0.173069	2.29964	3.52868e-05
9519	-0.135073	2.31192	4.95696
9519	-0.144785	2.36302	2.10981
9519	-0.164478	2.33452	13.4937
