event	Eta	Phi	pT
72691	-1.56827	3.74132	3.33174e-05
72691	-1.10117	3.70545	9.46293
72691	-1.63734	3.85383	2.05896
72691	-1.36997	3.68077	5.54783
72691	-1.39179	3.73495	4.60246e-05
72691	-1.14694	3.76321	1.51431
72691	-1.14974	3.80428	5.96492
72691	-1.31654	3.7826	5.02819e-05
72691	-1.57786	4.01023	2.7153
72691	-1.2808	3.83399	2.71706
72691	-1.27702	3.88136	2.7458e-05
72691	-1.28364	3.9753	2.94642e-05
72691	-1.26805	3.94321	12.5182
72691	-1.46865	4.09736	7.38838
72691	-1.13935	4.03116	4.64479e-05
72691	-1.307	4.26978	7.86865
72691	-1.30452	4.23688	8.70855e-05
72691	-1.27215	4.00008	0.000120612
72691	-1.1813	4.12017	3.59399
72691	-1.21432	4.06036	3.23267
72691	-1.22818	4.15642	8.6448
72691	-1.26505	4.01233	3.93737e-05
72691	-1.37992	4.08333	6.23284e-05
72691	-1.32121	4.10101	26.6556
