event	Eta	Phi	pT
85787	2.43912	2.29363	0.574842
85787	2.40029	1.62553	0.776277
85787	2.46172	2.07399	2.15232
85787	2.18021	2.07164	16.4721
85787	2.40107	1.71675	0.694772
85787	2.47165	1.92109	9.18933
85787	2.31224	1.71205	3.47537e-05
85787	2.28534	1.70798	1.73497
85787	2.39871	1.80744	0.638782
85787	2.38438	1.89324	1.19403
85787	2.31884	1.80953	1.30935
85787	2.35325	1.88112	9.57967e-05
85787	2.28217	1.8126	1.77142
85787	2.31634	1.87711	2.18253
85787	2.25791	1.95042	0.000117392
85787	2.21328	1.88892	1.64659
85787	2.27372	1.88082	5.60266
85787	2.25373	1.8988	15.1426
85787	2.26059	1.91801	6.69691
