event	Eta	Phi	pT
36339	1.29677	2.20617	11.5461
36339	1.37215	2.21677	2.08652
36339	1.22842	2.07469	2.40315
36339	1.25035	1.72695	1.56539
36339	1.28052	1.69706	3.47021
36339	1.37034	2.11691	5.22123
36339	1.69276	2.10854	1.80698
36339	1.33224	2.01945	4.56758
36339	1.31058	1.87317	4.75899e-05
36339	1.3277	1.81732	2.40937
36339	1.53445	2.02982	2.75168
36339	1.6432	1.83803	6.57247
36339	1.60054	1.86724	5.48151
36339	1.57723	1.83331	8.12382e-05
36339	1.56685	1.85428	13.2959
36339	1.54048	1.83447	2.43849e-05
36339	1.54015	1.85126	18.4973
