event	Eta	Phi	pT
10394	0.244331	5.30511	7.36676
10394	0.683891	4.90724	2.2168e-05
10394	0.484862	4.92247	2.0039e-05
10394	0.481023	4.94888	8.60736e-05
10394	0.752216	5.32348	1.1487
10394	0.399229	5.06568	1.32072
10394	0.58082	4.98846	2.92244
10394	0.464401	5.04448	4.21298e-05
10394	0.678972	5.06811	6.97159
10394	0.504054	5.05558	4.18269
10394	0.493437	5.06784	2.18264e-05
10394	0.586109	5.1801	0.00027832
10394	0.591095	5.20221	2.06219
10394	0.570835	5.20403	20.5483
10394	0.569903	5.21588	21.3043
