event	Eta	Phi	pT
91464	2.07698	5.08926	0.645181
91464	1.91487	4.98439	25.833
91464	1.80081	4.93583	1.58332
91464	1.81299	4.89301	6.73739
91464	1.85639	4.40731	4.59537e-05
91464	1.83828	4.87544	0.000311504
91464	2.1654	4.7767	6.58965
91464	1.88549	4.81689	2.70861
91464	1.80397	4.64829	0.677965
91464	2.09657	4.67781	7.27347
91464	2.08063	4.64533	7.40196e-05
91464	2.06622	4.58147	0.914114
91464	2.06415	4.62966	0.000113078
91464	1.8575	4.63698	3.11103e-05
91464	1.91126	4.57665	3.40223
91464	2.0141	4.58828	3.56679
91464	2.01809	4.63769	0.000172453
91464	1.92999	4.66774	5.83272e-05
91464	1.95948	4.62834	42.637
