event	Eta	Phi	pT
35796	0.956718	0.794424	2.01891
35796	0.541038	1.26129	0.884832
35796	0.925217	0.976009	2.88642
35796	0.814802	0.963197	4.66617
35796	0.776822	0.97984	2.96879
35796	0.640789	1.26337	4.67429
35796	0.722132	1.08459	2.40938
35796	0.702402	1.13183	2.17208e-05
35796	0.711902	1.19216	2.38002
35796	0.728554	1.2838	5.1592e-05
35796	0.738412	1.17675	4.72956e-05
35796	0.803129	1.1572	4.44471e-05
35796	0.873175	1.18478	0.000310252
35796	0.903901	1.23452	4.37769
35796	0.884147	1.2193	29.1208
