event	Eta	Phi	pT
49369	-0.357143	4.13941	2.38936
49369	-0.322069	4.15432	1.83153
49369	-0.422565	4.23095	1.00928
49369	-0.335409	4.42895	6.56323e-05
49369	-0.378398	4.27944	7.93073e-05
49369	-0.347345	4.35926	1.01611
49369	-0.3214	4.35588	6.73222
49369	-0.279068	4.32985	3.98019
49369	-0.3018	4.30274	3.2241e-05
49369	-0.307787	4.32322	2.41227
49369	-0.297924	4.30775	3.32615
49369	-0.298437	4.31737	32.1867
49369	-0.381456	4.68193	2.84055e-05
49369	-0.301518	4.51738	3.57389
49369	-0.298606	4.57677	24.8307
49369	-0.306389	4.58717	6.89843
