event	Eta	Phi	pT
27178	0.447543	2.37306	0.000124675
27178	0.459033	2.22229	6.96958
27178	0.46751	2.34878	8.91192e-05
27178	0.413076	2.30774	3.58642
27178	0.451739	2.28455	12.1675
27178	0.129499	2.61038	2.4482
27178	0.417716	2.39119	2.29086e-05
27178	0.398142	2.37197	2.78778e-05
27178	0.352928	2.40934	4.10597
27178	0.34977	2.36373	2.67471
27178	0.367788	2.38206	6.64291
27178	0.258202	2.47806	1.23671
27178	0.380798	2.48274	2.20164
27178	0.336676	2.53188	1.06723
27178	0.322685	2.50806	1.61179
27178	0.358944	2.4944	3.52062e-05
27178	0.349275	2.49993	7.17453
27178	0.443519	2.46437	3.32637e-05
27178	0.747838	2.64181	6.18868
27178	0.678771	2.60273	6.93232e-05
27178	0.630075	2.76693	13.0767
27178	0.377394	2.73143	3.70355
27178	0.515324	2.72136	0.000326337
27178	0.516723	2.78366	4.2037
27178	0.495456	2.7523	3.70058
27178	0.488923	2.75536	29.4258
