event	Eta	Phi	pT
39730	-0.754845	5	2.46389e-05
39730	-0.628714	5.23245	3.28396e-05
39730	-0.360949	4.6737	2.11732
39730	-0.42548	5.28267	7.09468e-05
39730	-0.683157	4.98185	11.2711
39730	-0.635306	5.05872	9.07453e-05
39730	-0.518132	5.16509	1.22975
39730	-0.506446	5.07523	1.52914
39730	-0.504827	5.07114	23.9811
39730	-0.439593	5.114	0.98831
39730	-0.506808	5.0128	5.2425e-05
39730	-0.371723	5.09925	29.5042
39730	-0.434607	5.0523	13.872
39730	-0.408228	5.06122	7.84145
39730	-0.470356	4.82981	6.10626
39730	-0.440367	5.03155	4.36328e-05
39730	-0.452262	5.01174	5.9027e-05
39730	-0.463839	4.948	5.23279
39730	-0.405807	4.99734	12.6026
39730	-0.4046	4.95893	2.81735e-05
39730	-0.384208	4.97557	8.68828e-05
39730	-0.303643	4.95281	0.000668624
39730	-0.318995	4.95528	9.59899
39730	-0.296233	4.93135	4.70247
39730	-0.32996	4.89777	82.8792
