event	Eta	Phi	pT
73561	-0.624044	2.66374	1.32828
73561	-0.647374	2.88396	2.57129
73561	-0.64009	2.91045	4.01032
73561	-0.491456	3.10338	3.3519
73561	-0.645256	2.80539	1.4422
73561	-0.596377	2.64331	3.34814e-05
73561	-0.626622	2.83077	0.932059
73561	-0.608925	2.73114	5.8836
73561	-0.614351	2.8065	3.15082
73561	-0.56126	2.72369	3.59564e-05
73561	-0.407003	3.05039	2.41402e-05
73561	-0.533254	2.82758	3.41336
73561	-0.524021	2.81853	8.63601e-05
73561	-0.484964	2.78684	0.000112453
73561	-0.500221	2.82772	3.26665e-05
73561	-0.472661	2.83766	14.1735
73561	-0.3137	3.03934	1.07021
73561	-0.460945	2.79567	2.67746
73561	-0.449036	2.7878	1.5964
73561	-0.419227	2.8836	1.34522
73561	-0.367121	2.78761	1.63982
73561	-0.172089	2.9684	4.02342e-05
73561	-0.349298	2.76842	1.69486
73561	-0.332292	2.86352	1.90261
73561	-0.280912	2.83108	4.15285
73561	-0.260529	2.86907	2.04303e-05
73561	-0.253848	2.86903	2.34662
73561	-0.250417	2.86234	0.000755891
73561	-0.20684	2.78588	0.898264
73561	-0.201289	2.81604	65.5201
