event	Eta	Phi	pT
39083	1.1885	6.01095	5.43191e-05
39083	1.12044	6.00762	5.5804e-05
39083	1.1318	5.97709	1.43623
39083	1.0129	5.93525	2.71521
39083	1.01943	5.88064	1.24294
39083	1.05343	5.89421	1.05544
39083	1.08439	5.90461	10.4308
39083	0.873239	5.44803	5.35824
39083	0.867812	5.49648	2.16946
39083	1.04918	5.77013	2.14129
39083	1.29017	5.67828	1.37883
39083	1.32138	5.54021	1.29642
39083	1.16224	5.47863	13.1857
39083	1.23461	5.56132	3.0571
39083	1.17065	5.55688	0.000133928
39083	1.15624	5.61564	7.7285
39083	1.17017	5.59658	5.8556
