event	Eta	Phi	pT
60721	2.3369	6.25267	0.863935
60721	2.11132	6.0378	1.15282
60721	2.19018	5.82028	1.3591
60721	2.24966	5.82462	5.21057
60721	2.23088	5.87469	5.44907e-05
60721	2.25826	5.85589	2.1629
60721	2.42459	5.82829	1.3345
60721	2.35112	5.82499	2.12606
60721	2.36579	5.85018	7.41351
60721	2.29928	5.87185	3.17426e-05
60721	2.42873	5.88856	1.80764
60721	2.49129	5.93473	3.88577e-05
60721	2.38145	5.9075	2.46919
60721	2.28579	5.95886	0.495698
60721	2.44786	5.99889	1.58628
60721	2.27878	6.09067	0.472747
60721	2.36799	6.05628	38.8854
