event	Eta	Phi	pT
60882	-1.86015	4.5864	1.645
60882	-1.86265	4.74037	3.84571
60882	-1.82504	4.93067	2.11466e-05
60882	-1.5727	5.05045	2.7007
60882	-1.62683	4.61407	2.61341
60882	-1.5298	4.62002	8.33377
60882	-1.63526	4.74186	19.5553
60882	-1.62578	4.85053	8.89469
60882	-1.57624	4.79491	0.000118419
60882	-1.57529	4.81249	4.223
60882	-1.55881	4.79366	0.000204742
60882	-1.5361	4.86025	4.70283e-05
60882	-1.53904	4.80094	0.000200251
60882	-1.47966	4.75147	3.3281e-05
60882	-1.43752	4.81176	27.355
60882	-1.4742	4.83951	0.000232171
60882	-1.48238	4.79851	45.6785
