event	Eta	Phi	pT
44579	-0.242346	4.40799	2.21289e-05
44579	-0.185423	4.43947	2.21861
44579	-0.318218	4.74168	1.31091
44579	-0.263955	4.70822	2.58544
44579	-0.24196	4.63882	3.50479
44579	-0.344639	4.61819	3.52252
44579	-0.338968	4.65013	0.000117679
44579	-0.321716	4.63219	4.08268
44579	-0.298362	4.66932	8.88331
44579	-0.150457	4.55131	2.41706e-05
44579	-0.263904	4.84146	1.5755
44579	-0.160946	4.69472	1.15267
44579	-0.0738215	4.87005	5.25274
44579	-0.0343895	4.78095	0.000399352
44579	-0.0134515	4.76231	31.4655
