event	Eta	Phi	pT
14034	-2.38268	2.60615	0.512189
14034	-2.38359	2.6693	1.35045
14034	-2.24476	2.43487	1.83124
14034	-2.05221	2.41799	0.738388
14034	-2.1554	2.48743	0.799171
14034	-2.06721	2.49215	2.17286
14034	-2.06179	2.49518	20.5118
14034	-2.11632	2.52678	0.000191408
14034	-2.19282	2.6065	1.67074
14034	-1.95251	2.53942	2.54085e-05
14034	-1.93608	2.59145	3.28056e-05
14034	-1.94502	2.58403	6.96965
14034	-1.90165	2.71116	0.00011105
14034	-2.09988	2.73921	1.8163
14034	-2.04926	2.70673	2.389
14034	-2.06753	2.7429	8.19968
14034	-1.9564	2.87544	2.97605
14034	-1.98192	2.70323	7.70228e-05
14034	-1.94407	2.71706	0.000145339
14034	-1.96908	2.71882	3.11179
14034	-2.0325	2.74106	0.000132569
14034	-2.04011	2.82465	0.490364
14034	-1.96662	2.84448	1.80071
14034	-1.95203	2.79932	6.08538e-05
14034	-1.9978	2.81199	0.645425
14034	-1.98983	2.79237	47.9631
14034	-1.88129	2.71222	8.26372e-05
14034	-1.88609	2.67721	19.053
