event	Eta	Phi	pT
194	1.00191	3.47546	3.40404
194	0.914623	3.48884	6.40314e-05
194	0.846992	3.37639	7.79731
194	0.909414	3.39738	5.70977
194	0.939062	3.49134	3.30062e-05
194	0.918252	3.635	4.9433
194	0.769212	3.47326	3.45805
194	0.895818	3.72627	8.26325
194	0.881902	3.56426	3.94297e-05
194	0.821263	3.57258	5.54773
194	0.842664	3.58672	3.38437
194	0.764302	3.52276	3.26101
194	0.563922	3.51729	5.75374
194	0.491264	3.81261	10.1706
194	0.490024	3.82426	10.9859
194	0.588786	3.78789	2.76356e-05
194	0.565528	3.82192	12.7161
