event	Eta	Phi	pT
35885	2.00323	6.204	10.9559
35885	2.06638	5.89154	1.06844
35885	2.00519	5.81311	4.69474
35885	1.90197	6.22647	1.15413
35885	1.96125	5.78144	4.44652e-05
35885	1.78389	5.69546	1.83633
35885	1.93729	6.09217	2.87883
35885	1.64181	5.81171	2.03817
35885	1.65793	5.86254	1.14937
35885	1.65414	6.05703	7.19809
35885	1.76594	6.01406	8.4509
35885	1.7865	5.96144	4.49302e-05
35885	1.65797	5.97422	0.0001129
35885	1.68736	5.93634	7.14305
35885	1.70998	5.95421	6.47443
35885	1.72547	5.9723	8.99503
