event	Eta	Phi	pT
94091	0.701608	1.19705	3.48851e-05
94091	0.684407	0.921946	1.13365
94091	0.69534	0.965086	2.06999
94091	0.916117	1.14688	3.68051e-05
94091	0.87601	1.13153	4.10586e-05
94091	0.873201	1.15354	10.9168
94091	1.02911	1.24978	0.954985
94091	1.06167	1.23402	3.16184e-05
94091	0.871233	1.01109	4.73633e-05
94091	1.00012	1.1742	3.06411e-05
94091	0.968486	0.878279	10.9281
94091	0.940595	0.937754	2.07567
94091	1.14176	0.875466	1.59114
94091	1.11038	0.917656	5.50313
94091	1.18285	0.952609	0.000366183
94091	1.12021	1.03504	2.57228
94091	1.15602	1.01942	31.0406
