event	Eta	Phi	pT
9536	0.971964	5.41143	2.7935
9536	0.985209	4.79194	2.37006e-05
9536	0.689787	5.30249	2.03945e-05
9536	0.698163	5.18485	4.97067
9536	0.786509	4.93004	2.51678e-05
9536	0.769172	5.05534	4.80493e-05
9536	0.748841	5.03529	9.9675
9536	0.766689	5.09405	8.47251
9536	1.01757	5.1132	2.06072e-05
9536	0.92367	4.93857	1.86118
9536	0.823671	5.03123	4.60858
9536	0.845325	5.02	6.12318
9536	0.948706	4.98367	1.37562
9536	0.888448	4.99181	1.6727
9536	0.961235	5.09796	2.12214e-05
9536	0.923895	5.05374	25.0907
9536	0.934131	5.06271	2.57438
