event	Eta	Phi	pT
95024	0.786468	1.56785	0.886548
95024	0.928046	1.42326	3.7145e-05
95024	0.841511	1.47826	2.98205
95024	0.919304	1.28133	5.34459
95024	0.698032	1.47189	8.86411
95024	0.634181	1.40331	2.41383e-05
95024	0.679302	1.39803	12.2231
95024	0.696339	1.39937	12.2367
95024	0.803474	1.3685	1.17665
95024	0.634559	1.06575	6.56451
95024	0.531124	1.30487	2.41468
95024	0.635397	1.34864	3.40872e-05
95024	0.796649	1.27177	4.64302e-05
95024	0.73118	1.32675	2.28215
95024	0.761515	1.17899	2.14273e-05
95024	0.765531	1.2443	3.02333
95024	0.725159	1.2815	7.00449e-05
95024	0.737145	1.19806	1.27563
95024	0.735392	1.26249	3.34763e-05
95024	0.734639	1.25203	9.13268e-05
95024	0.687362	1.18333	2.03126
95024	0.701415	1.1922	10.7815
95024	0.703975	1.27271	1.06407
95024	0.698998	1.24049	9.35396
95024	0.626424	1.27001	5.38685
95024	0.636776	1.2167	2.45603
95024	0.667347	1.22315	2.84239
95024	0.652408	1.23642	4.01141
95024	0.654897	1.24626	9.43517
