event	Eta	Phi	pT
60498	1.63231	4.96959	3.64607
60498	1.68985	4.87675	1.15174
60498	2.24041	4.78015	3.12349
60498	1.93135	4.7366	1.51111
60498	2.01077	4.74963	1.74102
60498	2.01195	4.75567	12.329
60498	1.8578	5.22539	2.28249
60498	1.99899	5.21652	12.5558
60498	1.82887	4.86716	2.93023e-05
60498	2.16997	4.92295	2.62695e-05
60498	1.90991	4.86302	0.794078
60498	2.09656	5.03361	6.58706e-05
60498	1.96789	4.90349	4.7417e-05
60498	2.0377	4.93376	6.81354e-05
60498	2.05442	4.95232	26.6262
60498	2.01637	5.09794	0.965014
60498	2.05041	5.04775	0.641507
60498	1.92878	5.07483	3.52688
60498	1.89771	4.99589	0.685175
60498	2.00087	5.05037	4.4107e-05
60498	1.97142	4.965	4.14297
60498	2.00826	5.02317	1.31271
60498	1.99572	5.03449	7.01879e-05
60498	1.96538	5.01313	24.1961
