event	Eta	Phi	pT
40243	-1.36569	0.496252	5.4734e-05
40243	-1.85514	1.02361	2.04425e-05
40243	-1.36871	0.658994	4.79692
40243	-1.36422	0.690283	3.6504
40243	-1.38879	0.701689	5.70804
40243	-1.42747	0.721268	4.27102
40243	-1.43388	0.762746	3.70069
40243	-1.90079	0.601563	0.852457
40243	-1.48778	0.692124	3.89205e-05
40243	-1.54894	0.830896	7.50921
40243	-1.82414	0.635698	10.265
40243	-1.72623	0.640655	9.25992
40243	-1.81318	0.833209	3.28817
40243	-1.75144	0.692378	8.58657e-05
40243	-1.68086	0.699754	6.53533
40243	-1.68585	0.727026	9.10695
40243	-1.74579	0.850284	3.07674e-05
40243	-1.71564	0.737639	0.000114755
40243	-1.67036	0.769832	6.72695e-05
40243	-1.72072	0.754554	0.000370549
40243	-1.67797	0.774091	0.000112151
40243	-1.71085	0.793513	38.3079
