event	Eta	Phi	pT
3771	-0.785731	4.09524	3.98975
3771	-0.993724	4.24539	3.66241
3771	-1.0119	4.50817	0.930218
3771	-0.844177	4.53119	3.76537
3771	-0.926302	4.4725	3.26251e-05
3771	-0.897536	4.48904	10.5771
3771	-0.765246	4.47435	2.7674
3771	-0.818022	4.47509	1.99122
3771	-0.829589	4.48636	10.4884
3771	-0.930832	4.43859	0.000114136
3771	-0.870337	4.25848	3.58069
3771	-0.841757	4.26055	8.63878
3771	-0.877576	4.43574	8.48847e-05
3771	-0.787372	4.29258	2.65299e-05
3771	-0.837525	4.42236	7.65957e-05
3771	-0.802682	4.37325	4.05812e-05
3771	-0.832066	4.35488	1.33208
3771	-0.816606	4.35514	16.9519
3771	-0.848342	4.38831	0.000132026
3771	-0.858358	4.35968	18.0424
