event	Eta	Phi	pT
34969	-0.420123	4.69717	0.971189
34969	-0.244831	5.2015	2.0715e-05
34969	-0.314352	5.10135	2.98269
34969	-0.27732	5.02853	2.12576
34969	-0.29186	4.69429	2.33623
34969	-0.286038	4.94653	4.69784
34969	-0.281388	4.79864	2.60286e-05
34969	-0.0878841	4.67241	2.15444e-05
34969	0.0840785	4.79169	18.0545
34969	-0.199574	4.83916	2.35655
34969	-0.00758268	4.79414	0.000230967
34969	0.0120554	4.84196	6.52577e-05
34969	0.0106668	4.84937	6.74652e-05
34969	-0.00996219	4.90667	1.56193
34969	-0.0678163	4.86687	26.1563
