event	Eta	Phi	pT
85798	-1.42059	5.05561	8.13427e-05
85798	-1.47093	4.95571	8.60116
85798	-1.76845	4.79818	11.8945
85798	-1.91658	5.33451	0.575562
85798	-1.75058	5.32917	6.20134
85798	-1.94867	5.25372	7.21084e-05
85798	-1.86294	5.31045	1.43869
85798	-1.57935	5.20096	5.08596
85798	-1.65562	5.24175	4.46139
85798	-1.96767	5.11871	8.42769
85798	-1.87874	5.20997	1.38653
85798	-1.90392	5.10417	10.4935
85798	-1.59016	5.05437	6.04448e-05
85798	-1.77149	4.91353	3.4928e-05
85798	-1.76418	4.95357	3.75873e-05
85798	-1.74001	4.95831	23.8038
85798	-1.64767	5.04862	1.65248
85798	-1.66291	5.15816	4.18135
85798	-1.77065	5.0104	4.65538e-05
85798	-1.73025	5.15364	2.57413e-05
85798	-1.74564	5.15457	1.95067
85798	-1.70029	5.07307	2.93997
85798	-1.81128	5.05336	1.4927
85798	-1.75271	5.03335	5.11264e-05
85798	-1.80445	5.12956	2.33464e-05
85798	-1.78716	5.13395	7.59107e-05
85798	-1.78635	5.13356	2.47576
85798	-1.76029	5.042	5.56713e-05
85798	-1.76878	5.11602	3.31171e-05
85798	-1.78089	5.10499	4.30931e-05
85798	-1.77978	5.09973	6.60142e-05
85798	-1.76476	5.086	35.5193
