event	Eta	Phi	pT
25919	-1.55606	6.08408	2.12647e-05
25919	-1.66481	0.0362003	1.32541
25919	-1.68795	6.20127	6.59264
25919	-2.19762	6.23192	0.787906
25919	-2.2584	6.04055	4.18637
25919	-2.15986	6.17772	4.7032
25919	-1.72782	6.05757	6.40832e-05
25919	-1.77311	6.11509	3.10503e-05
25919	-1.89553	6.0404	0.00010135
25919	-1.81221	5.97933	3.20911
25919	-1.89069	6.02065	0.000109417
25919	-1.8539	6.00337	22.2921
25919	-1.99841	5.9353	0.507179
25919	-1.93408	6.02757	0.000260745
25919	-1.99789	5.99868	0.835491
25919	-2.0017	6.03201	30.9156
