event	Eta	Phi	pT
97015	-2.12818	0.549685	0.000181543
97015	-2.06828	0.355139	10.6083
97015	-2.72043	0.555539	0.529293
97015	-2.26605	0.629179	0.740718
97015	-2.13	0.487868	1.17993
97015	-2.17796	0.531139	1.68359
97015	-2.24748	0.538265	0.486814
97015	-2.3592	0.123475	2.18825e-05
97015	-2.62091	0.266306	5.46043
97015	-2.52413	0.166485	2.80162
97015	-2.47234	0.168979	3.3865e-05
97015	-2.42955	0.433123	3.02993
97015	-2.4276	0.355947	19.9849
97015	-2.41089	0.353429	1.28696
97015	-2.39068	0.309183	5.27129e-05
97015	-2.45328	0.333119	2.62654
97015	-2.44733	0.315837	7.87192
97015	-2.43175	0.309729	3.7579
97015	-2.44807	0.269326	32.5468
