event	Eta	Phi	pT
48236	0.518748	1.60798	1.61452
48236	0.28928	1.77244	2.67172e-05
48236	0.366781	1.72122	2.36346
48236	0.431342	1.62942	1.42453
48236	0.269324	1.77367	2.424e-05
48236	0.332789	1.70279	4.23313e-05
48236	0.314545	1.71153	8.66506e-05
48236	0.165179	1.72676	4.52509
48236	0.29909	1.66521	0.84685
48236	0.301082	1.59436	3.53752
48236	0.331465	1.51528	4.39867
48236	0.272813	1.48336	3.27437
48236	0.1867	1.59194	1.55866
48236	0.181308	1.51723	4.27624
48236	0.158532	1.52667	5.18949
48236	0.165633	1.48044	0.000222088
48236	0.111594	1.44959	22.4106
