event	Eta	Phi	pT
60755	-0.109539	4.53902	2.69448e-05
60755	0.0854922	4.20639	2.50519
60755	0.0162593	4.35828	16.765
60755	0.0315788	4.28325	0.000247532
60755	-0.425972	4.43816	3.12786e-05
60755	-0.365046	4.36517	10.8593
60755	-0.342952	4.35972	5.03237
60755	-0.420633	4.34185	3.40404
60755	-0.0951574	4.14085	1.09953
60755	-0.266767	3.91864	5.90065
60755	-0.453245	4.27702	0.893792
60755	-0.46748	4.11508	2.74111
60755	-0.307619	4.26454	2.20991
60755	-0.425242	4.2025	3.81066e-05
60755	-0.41802	4.18866	3.3126e-05
60755	-0.409506	4.19551	2.47122
60755	-0.395779	4.17862	2.09232
60755	-0.40972	4.10935	2.94002
60755	-0.336184	4.21468	0.000102308
60755	-0.371129	4.06144	1.43173
60755	-0.316509	4.04583	3.23088e-05
60755	-0.340895	4.0767	3.8077e-05
60755	-0.359173	4.16222	5.07831e-05
60755	-0.280151	4.14656	1.21579
60755	-0.301161	4.15463	0.000363517
60755	-0.302386	4.11554	3.86923e-05
60755	-0.316982	4.12738	65.6855
