event	Eta	Phi	pT
11235	1.05045	0.282824	3.39007e-05
11235	0.9567	0.254985	7.3595
11235	1.00687	0.317843	4.47236e-05
11235	0.953645	0.325611	3.47386
11235	0.578018	0.449022	0.915162
11235	0.881869	0.39208	5.7729e-05
11235	0.946198	0.65923	1.17678
11235	0.769877	0.778787	8.59462
11235	0.762004	0.725823	0.000131558
11235	0.805757	0.706567	12.0179
11235	0.773506	0.67773	5.57013
11235	0.7755	0.682998	7.24848
11235	0.925507	0.403625	3.42206e-05
11235	0.87272	0.455235	9.44039e-05
11235	0.966554	0.479558	3.35911
11235	0.915571	0.493942	6.38973e-05
11235	0.927136	0.536433	2.59747
11235	0.908363	0.539859	13.7415
