event	Eta	Phi	pT
99132	0.195506	6.0135	4.60024e-05
99132	0.427558	6.2181	3.1234e-05
99132	0.386628	6.18785	4.98591
99132	0.345981	6.1708	4.58557
99132	0.275264	6.13581	4.69832e-05
99132	0.231011	6.18656	6.88513
99132	0.364963	0.129418	0.907736
99132	0.135877	6.20804	2.3614e-05
99132	0.23684	0.0242547	1.9767
99132	0.0310901	0.0913964	14.6304
99132	0.122914	0.195527	1.22767
99132	0.0889099	0.251574	4.02117
99132	0.0711153	0.199629	0.000153248
99132	-0.0307403	0.195696	2.39834
99132	0.00944527	0.230647	8.37409
99132	0.0225588	0.221947	20.961
