event	Eta	Phi	pT
87929	1.18307	4.47245	3.00437
87929	0.755414	4.43629	3.15724
87929	0.759707	4.99579	2.74195
87929	1.18322	4.67642	4.11337e-05
87929	0.962571	4.91548	1.41916
87929	0.868596	4.91162	1.24472
87929	0.991027	4.67923	1.84255
87929	0.99812	4.76448	1.30765
87929	0.890543	4.78871	58.1267
87929	0.927331	4.69095	28.8179
87929	0.914452	4.72166	0.000345543
87929	0.908272	4.71778	23.9092
87929	0.948201	4.73034	0.000310059
87929	0.930604	4.75197	0.000147649
87929	0.92613	4.7477	0.000181597
87929	0.926225	4.7383	36.4263
