event	Eta	Phi	pT
81252	-0.783144	2.23566	2.18532
81252	-1.09771	1.98421	3.15311e-05
81252	-0.996003	2.21058	5.16545
81252	-0.90324	2.20752	4.04297
81252	-0.886225	2.13402	4.72583
81252	-0.913003	1.94446	3.11551e-05
81252	-0.965322	1.94528	5.06883e-05
81252	-0.955164	1.95561	4.17068
81252	-0.942103	2.09597	6.07793
81252	-0.997666	2.0909	4.3506e-05
81252	-0.977942	2.03579	11.8382
81252	-0.788391	1.83299	2.64303e-05
81252	-1.11606	1.68365	1.77746
81252	-1.08955	1.66085	2.00373e-05
81252	-0.841299	1.77576	2.91394
81252	-0.906501	1.76055	1.73532
81252	-1.04871	1.79431	5.73336
81252	-1.01004	1.81303	6.16169
81252	-0.99078	1.8249	3.73777
81252	-0.989042	1.83261	5.69665
