event	Eta	Phi	pT
87642	-0.957876	4.4102	3.22676e-05
87642	-0.904768	4.41732	5.73159
87642	-1.08538	4.29121	2.09041e-05
87642	-1.06241	4.29758	6.00895
87642	-1.1163	3.98977	7.14412
87642	-0.821396	3.85082	8.57064e-05
87642	-0.844489	3.80278	24.2942
87642	-0.886269	4.31097	3.75133
87642	-0.856276	3.88847	4.08481
87642	-0.69418	4.3133	2.05322e-05
87642	-0.911221	4.19405	2.52023e-05
87642	-0.800572	4.29245	0.941222
87642	-0.681392	3.94401	6.38344
87642	-0.739033	4.25224	5.06356e-05
87642	-0.721915	4.19313	0.000112269
87642	-0.723918	4.20531	19.6015
87642	-0.715879	4.01818	0.970973
87642	-0.736174	4.04312	27.4981
87642	-0.661135	4.1324	5.14599e-05
87642	-0.692483	4.14169	2.33008
87642	-0.716266	4.14825	9.59222e-05
87642	-0.744704	4.10345	1.1904
87642	-0.726438	4.11599	8.33179e-05
87642	-0.730428	4.11618	22.069
